iteration,particle_index,f1_distance,f2_vehicles
2,28,88.81391186162764,2
2,29,71.39981110044172,2
2,30,71.39981110044172,2
2,31,83.04239382420162,2
2,32,82.01034979270949,2
2,33,82.91000592900916,2
2,34,71.39981110044172,2
2,35,71.39981110044172,2
2,36,71.39981110044172,2
2,37,71.39981110044172,2
2,38,71.39981110044172,2
2,39,73.2445564390241,2
2,40,93.39369927858557,2
2,41,71.39981110044172,2
2,42,71.39981110044172,2
2,43,71.39981110044172,2
2,44,71.39981110044172,2
2,45,71.39981110044172,2
2,46,73.2445564390241,2
2,47,82.01034979270949,2
2,48,73.2445564390241,2
2,49,71.39981110044172,2
3,0,71.39981110044172,2
3,1,71.39981110044172,2
3,2,82.01034979270949,2
3,3,71.39981110044172,2
3,4,85.41365767034941,2
3,5,71.39981110044172,2
3,6,71.39981110044172,2
3,7,82.01034979270949,2
3,8,85.41365767034941,2
3,9,82.01034979270949,2
3,10,82.91000592900915,2
3,11,85.41365767034941,2
3,12,82.01034979270949,2
3,13,85.4136576703494,2
3,14,84.60095636325917,2
3,15,71.39981110044172,2
3,16,82.01034979270949,2
3,17,71.39981110044172,2
3,18,85.4136576703494,2
3,19,71.39981110044172,2
3,20,71.39981110044172,2
3,21,71.39981110044172,2
3,22,71.39981110044172,2
3,23,82.01034979270949,2
3,24,82.01034979270949,2
3,25,84.60095636325916,2
3,26,82.01034979270949,2
3,27,71.39981110044172,2
3,28,82.01034979270949,2
3,29,73.2445564390241,2
3,30,71.39981110044172,2
3,31,84.60095636325916,2
3,32,85.4136576703494,2
3,33,85.41365767034941,2
3,34,71.39981110044172,2
3,35,73.2445564390241,2
3,36,82.91000592900915,2
3,37,71.39981110044172,2
3,38,73.2445564390241,2
3,39,82.01034979270948,2
3,40,71.39981110044172,2
3,41,71.39981110044172,2
3,42,71.39981110044172,2
3,43,71.39981110044172,2
3,44,83.04239382420162,2
3,45,84.60095636325916,2
3,46,71.39981110044172,2
3,47,82.01034979270949,2
3,48,73.2445564390241,2
3,49,71.39981110044172,2
4,0,71.39981110044172,2
4,1,71.39981110044172,2
4,2,83.04239382420162,2
4,3,73.2445564390241,2
4,4,73.2445564390241,2
4,5,71.39981110044172,2
4,6,71.39981110044172,2
4,7,71.39981110044172,2
4,8,73.2445564390241,2
4,9,85.4136576703494,2
4,10,71.39981110044172,2
4,11,71.39981110044172,2
4,12,76.87325264195536,3
4,13,73.2445564390241,2
4,14,82.01034979270949,2
4,15,88.81391186162764,2
4,16,88.81391186162764,2
4,17,71.39981110044172,2
4,18,85.4136576703494,2
4,19,85.4136576703494,2
4,20,71.39981110044172,2
4,21,82.01034979270949,2
4,22,82.01034979270949,2
4,23,82.91000592900915,2
4,24,88.81391186162763,2
4,25,71.39981110044172,2
4,26,83.04239382420164,2
4,27,73.2445564390241,2
4,28,71.39981110044172,2
4,29,84.60095636325917,2
4,30,93.39369927858557,2
4,31,83.04239382420164,2
4,32,85.4136576703494,2
4,33,73.2445564390241,2
4,34,82.01034979270949,2
4,35,73.2445564390241,2
4,36,88.81391186162764,2
4,37,82.01034979270949,2
4,38,71.39981110044172,2
4,39,73.2445564390241,2
4,40,83.04239382420164,2
4,41,83.04239382420162,2
4,42,83.04239382420164,2
4,43,83.04239382420164,2
4,44,83.01160259797084,3
4,45,88.81391186162763,2
4,46,82.01034979270949,2
4,47,85.4136576703494,2
4,48,71.39981110044172,2
4,49,71.39981110044172,2
5,0,93.39369927858559,2
5,1,71.39981110044172,2
5,2,84.60095636325916,2
5,3,85.4136576703494,2
5,4,82.91000592900916,2
5,5,73.2445564390241,2
5,6,82.01034979270949,2
5,7,73.2445564390241,2
5,8,93.39369927858557,2
5,9,71.39981110044172,2
5,10,71.39981110044172,2
5,11,82.91000592900915,2
5,12,76.87325264195536,3
5,13,73.2445564390241,2
5,14,84.60095636325916,2
5,15,82.01034979270949,2
5,16,83.04239382420164,2
5,17,71.39981110044172,2
5,18,71.39981110044172,2
5,19,93.39369927858557,2
5,20,82.01034979270949,2
5,21,71.39981110044172,2
5,22,82.01034979270949,2
5,23,71.39981110044172,2
5,24,71.39981110044172,2
5,25,82.91000592900916,2
5,26,82.01034979270949,2
5,27,71.39981110044172,2
5,28,71.39981110044172,2
5,29,71.39981110044172,2
5,30,71.39981110044172,2
5,31,82.91000592900916,2
5,32,73.2445564390241,2
5,33,71.39981110044172,2
5,34,83.04239382420164,2
5,35,73.2445564390241,2
5,36,93.39369927858559,2
5,37,84.60095636325917,2
5,38,82.01034979270949,2
5,39,83.04239382420164,2
5,40,73.2445564390241,2
5,41,82.91000592900915,2
5,42,73.2445564390241,2
5,43,83.04239382420164,2
5,44,73.2445564390241,2
5,45,82.91000592900916,2
5,46,71.39981110044172,2
5,47,71.39981110044172,2
5,48,85.4136576703494,2
5,49,71.39981110044172,2
6,0,82.01034979270949,2
6,1,82.01034979270949,2
6,2,82.91000592900915,2
6,3,82.91000592900915,2
6,4,84.60095636325916,2
6,5,85.4136576703494,2
6,6,82.91000592900916,2
6,7,71.39981110044172,2
6,8,73.2445564390241,2
6,9,73.2445564390241,2
6,10,88.81391186162764,2
6,11,82.91000592900915,2
6,12,82.01034979270949,2
6,13,85.4136576703494,2
6,14,84.60095636325916,2
6,15,73.2445564390241,2
6,16,71.39981110044172,2
6,17,83.04239382420164,2
6,18,88.81391186162763,2
6,19,73.2445564390241,2
6,20,71.39981110044172,2
6,21,85.4136576703494,2
6,22,84.60095636325917,2
6,23,71.39981110044172,2
6,24,85.4136576703494,2
6,25,85.4136576703494,2
6,26,82.01034979270949,2
6,27,82.91000592900915,2
6,28,71.39981110044172,2
6,29,73.2445564390241,2
6,30,71.39981110044172,2
6,31,71.39981110044172,2
6,32,73.2445564390241,2
6,33,71.39981110044172,2
6,34,71.39981110044172,2
6,35,82.91000592900915,2
6,36,71.39981110044172,2
6,37,73.2445564390241,2
6,38,71.39981110044172,2
6,39,82.01034979270949,2
6,40,73.2445564390241,2
6,41,71.39981110044172,2
6,42,83.01160259797084,3
6,43,71.39981110044172,2
6,44,71.39981110044172,2
6,45,85.41365767034941,2
6,46,83.04239382420162,2
6,47,71.39981110044172,2
6,48,71.39981110044172,2
6,49,84.60095636325916,2
7,0,83.04239382420164,2
7,1,82.01034979270949,2
7,2,71.39981110044172,2
7,3,82.91000592900915,2
7,4,82.01034979270949,2
7,5,82.01034979270949,2
7,6,71.39981110044172,2
7,7,82.01034979270949,2
7,8,85.41365767034941,2
7,9,85.41365767034941,2
7,10,71.39981110044172,2
7,11,71.39981110044172,2
7,12,73.2445564390241,2
7,13,71.39981110044172,2
7,14,84.60095636325916,2
7,15,82.01034979270949,2
7,16,71.39981110044172,2
7,17,76.87325264195536,3
7,18,71.39981110044172,2
7,19,71.39981110044172,2
7,20,71.39981110044172,2
7,21,71.39981110044172,2
7,22,71.39981110044172,2
7,23,71.39981110044172,2
7,24,82.01034979270949,2
7,25,85.4136576703494,2
7,26,82.91000592900916,2
7,27,85.4136576703494,2
7,28,82.01034979270949,2
7,29,71.39981110044172,2
7,30,71.39981110044172,2
7,31,71.39981110044172,2
7,32,71.39981110044172,2
7,33,71.39981110044172,2
7,34,93.39369927858557,2
7,35,88.81391186162764,2
7,36,71.39981110044172,2
7,37,82.91000592900916,2
7,38,71.39981110044172,2
7,39,83.04239382420162,2
7,40,73.2445564390241,2
7,41,71.39981110044172,2
7,42,73.2445564390241,2
7,43,73.2445564390241,2
7,44,71.39981110044172,2
7,45,84.60095636325916,2
7,46,93.39369927858557,2
7,47,82.91000592900915,2
7,48,71.39981110044172,2
7,49,73.2445564390241,2
8,0,73.2445564390241,2
8,1,73.2445564390241,2
8,2,85.4136576703494,2
8,3,71.39981110044172,2
8,4,71.39981110044172,2
8,5,71.39981110044172,2
8,6,71.39981110044172,2
8,7,71.39981110044172,2
8,8,73.2445564390241,2
8,9,73.2445564390241,2
8,10,71.39981110044172,2
8,11,73.2445564390241,2
8,12,73.2445564390241,2
8,13,73.2445564390241,2
8,14,73.2445564390241,2
8,15,82.91000592900915,2
8,16,71.39981110044172,2
8,17,71.39981110044172,2
8,18,82.01034979270949,2
8,19,71.39981110044172,2
8,20,71.39981110044172,2
8,21,71.39981110044172,2
8,22,71.39981110044172,2
8,23,71.39981110044172,2
8,24,84.60095636325916,2
8,25,82.01034979270949,2
8,26,82.01034979270949,2
8,27,83.04239382420162,2
8,28,71.39981110044172,2
8,29,88.81391186162764,2
8,30,71.39981110044172,2
8,31,82.91000592900915,2
8,32,85.4136576703494,2
8,33,71.39981110044172,2
8,34,84.60095636325916,2
8,35,88.81391186162764,2
8,36,71.39981110044172,2
8,37,73.2445564390241,2
8,38,84.60095636325916,2
8,39,71.39981110044172,2
8,40,71.39981110044172,2
8,41,71.39981110044172,2
8,42,71.39981110044172,2
8,43,73.2445564390241,2
8,44,71.39981110044172,2
8,45,88.81391186162763,2
8,46,71.39981110044172,2
8,47,73.2445564390241,2
8,48,73.2445564390241,2
8,49,73.2445564390241,2
9,0,82.91000592900915,2
9,1,71.39981110044172,2
9,2,71.39981110044172,2
9,3,84.60095636325916,2
9,4,73.2445564390241,2
9,5,73.2445564390241,2
9,6,71.39981110044172,2
9,7,73.2445564390241,2
9,8,71.39981110044172,2
9,9,71.39981110044172,2
9,10,71.39981110044172,2
9,11,71.39981110044172,2
9,12,71.39981110044172,2
9,13,73.2445564390241,2
9,14,73.2445564390241,2
9,15,71.39981110044172,2
9,16,82.01034979270949,2
9,17,71.39981110044172,2
9,18,71.39981110044172,2
9,19,73.2445564390241,2
9,20,73.2445564390241,2
9,21,71.39981110044172,2
9,22,71.39981110044172,2
9,23,71.39981110044172,2
9,24,82.91000592900916,2
9,25,73.2445564390241,2
9,26,71.39981110044172,2
9,27,73.2445564390241,2
9,28,71.39981110044172,2
9,29,85.4136576703494,2
9,30,82.01034979270949,2
9,31,84.60095636325916,2
9,32,71.39981110044172,2
9,33,73.2445564390241,2
9,34,84.60095636325917,2
9,35,73.2445564390241,2
9,36,71.39981110044172,2
9,37,71.39981110044172,2
9,38,82.01034979270949,2
9,39,73.2445564390241,2
9,40,83.04239382420164,2
9,41,71.39981110044172,2
9,42,71.39981110044172,2
9,43,82.01034979270949,2
9,44,71.39981110044172,2
9,45,73.2445564390241,2
9,46,82.01034979270949,2
9,47,88.81391186162764,2
9,48,82.01034979270949,2
9,49,71.39981110044172,2
10,0,93.39369927858559,2
10,1,85.4136576703494,2
10,2,73.2445564390241,2
10,3,71.39981110044172,2
10,4,73.2445564390241,2
10,5,71.39981110044172,2
10,6,73.2445564390241,2
10,7,82.01034979270949,2
10,8,84.60095636325917,2
10,9,71.39981110044172,2
10,10,71.39981110044172,2
10,11,88.81391186162764,2
10,12,71.39981110044172,2
10,13,85.4136576703494,2
10,14,83.04239382420164,2
10,15,83.04239382420162,2
10,16,82.91000592900915,2
10,17,83.04239382420164,2
10,18,84.60095636325916,2
10,19,71.39981110044172,2
10,20,71.39981110044172,2
10,21,85.4136576703494,2
10,22,84.60095636325917,2
10,23,71.39981110044172,2
10,24,84.60095636325916,2
10,25,83.04239382420162,2
10,26,73.2445564390241,2
10,27,82.91000592900915,2
10,28,71.39981110044172,2
10,29,71.39981110044172,2
10,30,73.2445564390241,2
10,31,71.39981110044172,2
10,32,82.91000592900915,2
10,33,73.2445564390241,2
10,34,82.91000592900915,2
10,35,71.39981110044172,2
10,36,73.2445564390241,2
10,37,82.01034979270949,2
10,38,71.39981110044172,2
10,39,83.04239382420164,2
10,40,71.39981110044172,2
10,41,88.81391186162763,2
10,42,85.4136576703494,2
10,43,71.39981110044172,2
10,44,73.2445564390241,2
10,45,82.91000592900916,2
10,46,83.04239382420164,2
10,47,84.60095636325916,2
10,48,84.60095636325916,2
10,49,71.39981110044172,2
11,0,82.01034979270949,2
11,1,73.2445564390241,2
11,2,73.2445564390241,2
11,3,71.39981110044172,2
11,4,82.91000592900915,2
11,5,85.4136576703494,2
11,6,73.2445564390241,2
11,7,71.39981110044172,2
11,8,88.81391186162764,2
11,9,71.39981110044172,2
11,10,82.01034979270949,2
11,11,71.39981110044172,2
11,12,71.39981110044172,2
11,13,71.39981110044172,2
11,14,82.01034979270949,2
11,15,71.39981110044172,2
11,16,85.4136576703494,2
11,17,83.04239382420164,2
11,18,88.81391186162764,2
11,19,82.91000592900915,2
11,20,84.60095636325916,2
11,21,85.4136576703494,2
11,22,84.60095636325917,2
11,23,71.39981110044172,2
11,24,85.4136576703494,2
11,25,82.91000592900915,2
11,26,71.39981110044172,2
11,27,71.39981110044172,2
11,28,71.39981110044172,2
11,29,73.2445564390241,2
11,30,84.60095636325916,2
11,31,73.2445564390241,2
11,32,71.39981110044172,2
11,33,82.91000592900915,2
11,34,82.91000592900915,2
11,35,73.2445564390241,2
11,36,85.4136576703494,2
11,37,82.01034979270949,2
11,38,73.2445564390241,2
11,39,82.01034979270949,2
11,40,71.39981110044172,2
11,41,73.2445564390241,2
11,42,71.39981110044172,2
11,43,73.2445564390241,2
11,44,88.81391186162764,2
11,45,82.91000592900916,2
11,46,73.2445564390241,2
11,47,73.2445564390241,2
11,48,76.74640729926402,3
11,49,71.39981110044172,2
12,0,82.01034979270949,2
12,1,88.81391186162764,2
12,2,73.2445564390241,2
12,3,71.39981110044172,2
12,4,71.39981110044172,2
12,5,85.4136576703494,2
12,6,73.2445564390241,2
12,7,71.39981110044172,2
12,8,73.2445564390241,2
12,9,88.81391186162764,2
12,10,71.39981110044172,2
12,11,71.39981110044172,2
12,12,71.39981110044172,2
12,13,71.39981110044172,2
12,14,83.01160259797084,3
12,15,83.04239382420164,2
12,16,85.4136576703494,2
12,17,71.39981110044172,2
12,18,71.39981110044172,2
12,19,82.91000592900915,2
12,20,71.39981110044172,2
12,21,71.39981110044172,2
12,22,71.39981110044172,2
12,23,71.39981110044172,2
12,24,71.39981110044172,2
12,25,82.01034979270949,2
12,26,82.01034979270949,2
12,27,73.2445564390241,2
12,28,71.39981110044172,2
12,29,88.81391186162764,2
12,30,76.74640729926402,3
12,31,71.39981110044172,2
12,32,84.60095636325916,2
12,33,82.91000592900915,2
12,34,93.39369927858557,2
12,35,71.39981110044172,2
12,36,82.91000592900915,2
12,37,71.39981110044172,2
12,38,85.41365767034941,2
12,39,82.01034979270949,2
12,40,82.91000592900915,2
12,41,73.2445564390241,2
12,42,82.91000592900915,2
12,43,84.60095636325917,2
12,44,71.39981110044172,2
12,45,83.04239382420164,2
12,46,71.39981110044172,2
12,47,71.39981110044172,2
12,48,71.39981110044172,2
12,49,71.39981110044172,2
13,0,71.39981110044172,2
13,1,73.2445564390241,2
13,2,71.39981110044172,2
13,3,93.39369927858559,2
13,4,84.60095636325916,2
13,5,71.39981110044172,2
13,6,88.81391186162764,2
13,7,71.39981110044172,2
13,8,73.2445564390241,2
13,9,88.81391186162764,2
13,10,71.39981110044172,2
13,11,71.39981110044172,2
13,12,71.39981110044172,2
13,13,71.39981110044172,2
13,14,71.39981110044172,2
13,15,73.2445564390241,2
13,16,71.39981110044172,2
13,17,73.2445564390241,2
13,18,71.39981110044172,2
13,19,71.39981110044172,2
13,20,82.91000592900915,2
13,21,88.81391186162763,2
13,22,71.39981110044172,2
13,23,73.2445564390241,2
13,24,71.39981110044172,2
13,25,73.2445564390241,2
13,26,82.91000592900916,2
13,27,71.39981110044172,2
13,28,82.91000592900916,2
13,29,84.60095636325916,2
13,30,73.2445564390241,2
13,31,71.39981110044172,2
13,32,82.01034979270949,2
13,33,71.39981110044172,2
13,34,93.39369927858557,2
13,35,71.39981110044172,2
13,36,71.39981110044172,2
13,37,71.39981110044172,2
13,38,73.2445564390241,2
13,39,82.01034979270948,2
13,40,76.74640729926402,3
13,41,71.39981110044172,2
13,42,71.39981110044172,2
13,43,71.39981110044172,2
13,44,71.39981110044172,2
13,45,88.81391186162763,2
13,46,82.91000592900915,2
13,47,76.74640729926402,3
13,48,71.39981110044172,2
13,49,71.39981110044172,2
14,0,83.04239382420164,2
14,1,82.91000592900915,2
14,2,82.91000592900915,2
14,3,82.01034979270949,2
14,4,71.39981110044172,2
14,5,82.91000592900915,2
14,6,73.2445564390241,2
14,7,83.04239382420164,2
14,8,71.39981110044172,2
14,9,85.4136576703494,2
14,10,82.01034979270949,2
14,11,85.4136576703494,2
14,12,71.39981110044172,2
14,13,83.04239382420164,2
14,14,71.39981110044172,2
14,15,71.39981110044172,2
14,16,73.2445564390241,2
14,17,71.39981110044172,2
14,18,85.4136576703494,2
14,19,71.39981110044172,2
14,20,88.81391186162764,2
14,21,73.2445564390241,2
14,22,73.2445564390241,2
14,23,71.39981110044172,2
14,24,93.39369927858557,2
14,25,84.60095636325916,2
14,26,73.2445564390241,2
14,27,71.39981110044172,2
14,28,71.39981110044172,2
14,29,73.2445564390241,2
14,30,71.39981110044172,2
14,31,88.81391186162764,2
14,32,73.2445564390241,2
14,33,73.2445564390241,2
14,34,71.39981110044172,2
14,35,71.39981110044172,2
14,36,88.81391186162764,2
14,37,71.39981110044172,2
14,38,82.01034979270949,2
14,39,73.2445564390241,2
14,40,84.60095636325916,2
14,41,88.81391186162763,2
14,42,84.60095636325917,2
14,43,71.39981110044172,2
14,44,76.74640729926402,3
14,45,76.87325264195536,3
14,46,82.91000592900915,2
14,47,71.39981110044172,2
14,48,71.39981110044172,2
14,49,82.01034979270949,2
15,0,71.39981110044172,2
15,1,85.4136576703494,2
15,2,71.39981110044172,2
15,3,71.39981110044172,2
15,4,73.2445564390241,2
15,5,71.39981110044172,2
15,6,82.01034979270949,2
15,7,83.04239382420164,2
15,8,93.39369927858557,2
15,9,73.2445564390241,2
15,10,82.01034979270949,2
15,11,82.91000592900915,2
15,12,71.39981110044172,2
15,13,71.39981110044172,2
15,14,71.39981110044172,2
15,15,85.4136576703494,2
15,16,82.01034979270949,2
15,17,82.01034979270949,2
15,18,88.81391186162763,2
15,19,82.91000592900915,2
15,20,71.39981110044172,2
15,21,71.39981110044172,2
15,22,73.2445564390241,2
15,23,84.60095636325916,2
15,24,73.2445564390241,2
15,25,84.60095636325916,2
15,26,71.39981110044172,2
15,27,88.81391186162763,2
15,28,71.39981110044172,2
15,29,71.39981110044172,2
15,30,71.39981110044172,2
15,31,71.39981110044172,2
15,32,71.39981110044172,2
15,33,82.91000592900915,2
15,34,82.01034979270949,2
15,35,73.2445564390241,2
15,36,73.2445564390241,2
15,37,83.04239382420164,2
15,38,71.39981110044172,2
15,39,93.39369927858559,2
15,40,83.04239382420164,2
15,41,82.91000592900915,2
15,42,73.2445564390241,2
15,43,73.2445564390241,2
15,44,83.01160259797084,3
15,45,85.4136576703494,2
15,46,82.01034979270949,2
15,47,71.39981110044172,2
15,48,88.81391186162764,2
15,49,71.39981110044172,2
16,0,73.2445564390241,2
16,1,73.2445564390241,2
16,2,93.39369927858557,2
16,3,85.4136576703494,2
16,4,73.2445564390241,2
16,5,71.39981110044172,2
16,6,73.2445564390241,2
16,7,73.2445564390241,2
16,8,73.2445564390241,2
16,9,82.91000592900915,2
16,10,71.39981110044172,2
16,11,71.39981110044172,2
16,12,71.39981110044172,2
16,13,71.39981110044172,2
16,14,82.01034979270949,2
16,15,73.2445564390241,2
16,16,71.39981110044172,2
16,17,82.01034979270949,2
16,18,88.81391186162763,2
16,19,71.39981110044172,2
16,20,82.01034979270949,2
16,21,82.01034979270949,2
16,22,88.81391186162763,2
16,23,73.2445564390241,2
16,24,82.01034979270949,2
16,25,76.87325264195536,3
16,26,71.39981110044172,2
16,27,83.04239382420164,2
16,28,71.39981110044172,2
16,29,88.81391186162764,2
16,30,71.39981110044172,2
16,31,71.39981110044172,2
16,32,85.4136576703494,2
16,33,71.39981110044172,2
16,34,82.01034979270949,2
16,35,85.4136576703494,2
16,36,84.60095636325917,2
16,37,88.81391186162763,2
16,38,71.39981110044172,2
16,39,83.04239382420162,2
16,40,71.39981110044172,2
16,41,71.39981110044172,2
16,42,71.39981110044172,2
16,43,73.2445564390241,2
16,44,82.91000592900915,2
16,45,73.2445564390241,2
16,46,71.39981110044172,2
16,47,73.2445564390241,2
16,48,82.01034979270949,2
16,49,71.39981110044172,2
17,0,85.4136576703494,2
17,1,73.2445564390241,2
17,2,73.2445564390241,2
17,3,84.60095636325916,2
17,4,85.41365767034941,2
17,5,82.01034979270949,2
17,6,71.39981110044172,2
17,7,71.39981110044172,2
17,8,71.39981110044172,2
17,9,88.81391186162764,2
17,10,82.91000592900916,2
17,11,84.60095636325917,2
17,12,73.2445564390241,2
17,13,73.2445564390241,2
17,14,83.04239382420164,2
17,15,71.39981110044172,2
17,16,71.39981110044172,2
17,17,84.60095636325917,2
17,18,88.81391186162763,2
17,19,71.39981110044172,2
17,20,71.39981110044172,2
17,21,82.01034979270949,2
17,22,71.39981110044172,2
17,23,73.2445564390241,2
17,24,82.01034979270949,2
17,25,84.60095636325916,2
17,26,82.01034979270949,2
17,27,82.01034979270949,2
17,28,82.01034979270949,2
17,29,85.4136576703494,2
17,30,88.81391186162764,2
17,31,85.4136576703494,2
17,32,71.39981110044172,2
17,33,71.39981110044172,2
17,34,71.39981110044172,2
17,35,71.39981110044172,2
17,36,73.2445564390241,2
17,37,82.91000592900915,2
17,38,73.2445564390241,2
17,39,93.39369927858557,2
17,40,73.2445564390241,2
17,41,71.39981110044172,2
17,42,71.39981110044172,2
17,43,82.01034979270949,2
17,44,71.39981110044172,2
17,45,85.4136576703494,2
17,46,71.39981110044172,2
17,47,83.04239382420164,2
17,48,71.39981110044172,2
17,49,85.4136576703494,2
18,0,84.60095636325916,2
18,1,71.39981110044172,2
18,2,71.39981110044172,2
18,3,71.39981110044172,2
18,4,71.39981110044172,2
18,5,71.39981110044172,2
18,6,71.39981110044172,2
18,7,73.2445564390241,2
18,8,73.2445564390241,2
18,9,73.2445564390241,2
18,10,85.4136576703494,2
18,11,71.39981110044172,2
18,12,73.2445564390241,2
18,13,71.39981110044172,2
18,14,73.2445564390241,2
18,15,71.39981110044172,2
18,16,71.39981110044172,2
18,17,84.60095636325916,2
18,18,85.4136576703494,2
18,19,71.39981110044172,2
18,20,71.39981110044172,2
18,21,73.2445564390241,2
18,22,73.2445564390241,2
18,23,71.39981110044172,2
18,24,82.01034979270949,2
18,25,84.60095636325917,2
18,26,84.60095636325917,2
18,27,71.39981110044172,2
18,28,71.39981110044172,2
18,29,71.39981110044172,2
18,30,71.39981110044172,2
18,31,71.39981110044172,2
18,32,84.60095636325916,2
18,33,93.39369927858559,2
18,34,85.4136576703494,2
18,35,71.39981110044172,2
18,36,71.39981110044172,2
18,37,71.39981110044172,2
18,38,71.39981110044172,2
18,39,71.39981110044172,2
18,40,82.01034979270949,2
18,41,71.39981110044172,2
18,42,82.91000592900915,2
18,43,82.01034979270949,2
18,44,82.91000592900915,2
18,45,73.2445564390241,2
18,46,82.91000592900916,2
18,47,82.91000592900915,2
18,48,71.39981110044172,2
18,49,71.39981110044172,2
19,0,88.81391186162763,2
19,1,73.2445564390241,2
19,2,71.39981110044172,2
19,3,73.2445564390241,2
19,4,71.39981110044172,2
19,5,73.2445564390241,2
19,6,71.39981110044172,2
19,7,71.39981110044172,2
19,8,71.39981110044172,2
19,9,73.2445564390241,2
19,10,93.39369927858557,2
19,11,73.2445564390241,2
19,12,71.39981110044172,2
19,13,71.39981110044172,2
19,14,83.04239382420164,2
19,15,73.2445564390241,2
19,16,71.39981110044172,2
19,17,71.39981110044172,2
19,18,84.60095636325916,2
19,19,71.39981110044172,2
19,20,71.39981110044172,2
19,21,71.39981110044172,2
19,22,71.39981110044172,2
19,23,82.01034979270949,2
19,24,71.39981110044172,2
19,25,84.60095636325917,2
19,26,83.04239382420164,2
19,27,88.81391186162764,2
19,28,82.01034979270949,2
19,29,73.2445564390241,2
19,30,83.04239382420164,2
19,31,71.39981110044172,2
19,32,71.39981110044172,2
19,33,82.91000592900915,2
19,34,71.39981110044172,2
19,35,71.39981110044172,2
19,36,93.39369927858559,2
19,37,73.2445564390241,2
19,38,71.39981110044172,2
19,39,76.74640729926402,3
19,40,71.39981110044172,2
19,41,71.39981110044172,2
19,42,73.2445564390241,2
19,43,82.01034979270949,2
19,44,84.60095636325917,2
19,45,71.39981110044172,2
