iteration,archive_index,f1_distance,f2_vehicles
4,0,71.39981110044172,2
4,1,71.39981110044172,2
4,2,71.39981110044172,2
4,3,71.39981110044172,2
4,4,71.39981110044172,2
4,5,71.39981110044172,2
4,6,71.39981110044172,2
4,7,71.39981110044172,2
4,8,71.39981110044172,2
4,9,71.39981110044172,2
4,10,71.39981110044172,2
4,11,71.39981110044172,2
4,12,71.39981110044172,2
4,13,71.39981110044172,2
4,14,71.39981110044172,2
4,15,71.39981110044172,2
4,16,71.39981110044172,2
4,17,71.39981110044172,2
4,18,71.39981110044172,2
4,19,71.39981110044172,2
4,20,71.39981110044172,2
4,21,71.39981110044172,2
4,22,71.39981110044172,2
4,23,71.39981110044172,2
4,24,71.39981110044172,2
4,25,71.39981110044172,2
4,26,71.39981110044172,2
4,27,71.39981110044172,2
4,28,71.39981110044172,2
4,29,71.39981110044172,2
4,30,71.39981110044172,2
4,31,71.39981110044172,2
4,32,71.39981110044172,2
4,33,71.39981110044172,2
4,34,71.39981110044172,2
4,35,71.39981110044172,2
4,36,71.39981110044172,2
4,37,71.39981110044172,2
4,38,71.39981110044172,2
4,39,71.39981110044172,2
4,40,71.39981110044172,2
4,41,71.39981110044172,2
4,42,71.39981110044172,2
4,43,71.39981110044172,2
4,44,71.39981110044172,2
4,45,71.39981110044172,2
4,46,71.39981110044172,2
4,47,71.39981110044172,2
4,48,71.39981110044172,2
4,49,71.39981110044172,2
5,0,71.39981110044172,2
5,1,71.39981110044172,2
5,2,71.39981110044172,2
5,3,71.39981110044172,2
5,4,71.39981110044172,2
5,5,71.39981110044172,2
5,6,71.39981110044172,2
5,7,71.39981110044172,2
5,8,71.39981110044172,2
5,9,71.39981110044172,2
5,10,71.39981110044172,2
5,11,71.39981110044172,2
5,12,71.39981110044172,2
5,13,71.39981110044172,2
5,14,71.39981110044172,2
5,15,71.39981110044172,2
5,16,71.39981110044172,2
5,17,71.39981110044172,2
5,18,71.39981110044172,2
5,19,71.39981110044172,2
5,20,71.39981110044172,2
5,21,71.39981110044172,2
5,22,71.39981110044172,2
5,23,71.39981110044172,2
5,24,71.39981110044172,2
5,25,71.39981110044172,2
5,26,71.39981110044172,2
5,27,71.39981110044172,2
5,28,71.39981110044172,2
5,29,71.39981110044172,2
5,30,71.39981110044172,2
5,31,71.39981110044172,2
5,32,71.39981110044172,2
5,33,71.39981110044172,2
5,34,71.39981110044172,2
5,35,71.39981110044172,2
5,36,71.39981110044172,2
5,37,71.39981110044172,2
5,38,71.39981110044172,2
5,39,71.39981110044172,2
5,40,71.39981110044172,2
5,41,71.39981110044172,2
5,42,71.39981110044172,2
5,43,71.39981110044172,2
5,44,71.39981110044172,2
5,45,71.39981110044172,2
5,46,71.39981110044172,2
5,47,71.39981110044172,2
5,48,71.39981110044172,2
5,49,71.39981110044172,2
6,0,71.39981110044172,2
6,1,71.39981110044172,2
6,2,71.39981110044172,2
6,3,71.39981110044172,2
6,4,71.39981110044172,2
6,5,71.39981110044172,2
6,6,71.39981110044172,2
6,7,71.39981110044172,2
6,8,71.39981110044172,2
6,9,71.39981110044172,2
6,10,71.39981110044172,2
6,11,71.39981110044172,2
6,12,71.39981110044172,2
6,13,71.39981110044172,2
6,14,71.39981110044172,2
6,15,71.39981110044172,2
6,16,71.39981110044172,2
6,17,71.39981110044172,2
6,18,71.39981110044172,2
6,19,71.39981110044172,2
6,20,71.39981110044172,2
6,21,71.39981110044172,2
6,22,71.39981110044172,2
6,23,71.39981110044172,2
6,24,71.39981110044172,2
6,25,71.39981110044172,2
6,26,71.39981110044172,2
6,27,71.39981110044172,2
6,28,71.39981110044172,2
6,29,71.39981110044172,2
6,30,71.39981110044172,2
6,31,71.39981110044172,2
6,32,71.39981110044172,2
6,33,71.39981110044172,2
6,34,71.39981110044172,2
6,35,71.39981110044172,2
6,36,71.39981110044172,2
6,37,71.39981110044172,2
6,38,71.39981110044172,2
6,39,71.39981110044172,2
6,40,71.39981110044172,2
6,41,71.39981110044172,2
6,42,71.39981110044172,2
6,43,71.39981110044172,2
6,44,71.39981110044172,2
6,45,71.39981110044172,2
6,46,71.39981110044172,2
6,47,71.39981110044172,2
6,48,71.39981110044172,2
6,49,71.39981110044172,2
7,0,71.39981110044172,2
7,1,71.39981110044172,2
7,2,71.39981110044172,2
7,3,71.39981110044172,2
7,4,71.39981110044172,2
7,5,71.39981110044172,2
7,6,71.39981110044172,2
7,7,71.39981110044172,2
7,8,71.39981110044172,2
7,9,71.39981110044172,2
7,10,71.39981110044172,2
7,11,71.39981110044172,2
7,12,71.39981110044172,2
7,13,71.39981110044172,2
7,14,71.39981110044172,2
7,15,71.39981110044172,2
7,16,71.39981110044172,2
7,17,71.39981110044172,2
7,18,71.39981110044172,2
7,19,71.39981110044172,2
7,20,71.39981110044172,2
7,21,71.39981110044172,2
7,22,71.39981110044172,2
7,23,71.39981110044172,2
7,24,71.39981110044172,2
7,25,71.39981110044172,2
7,26,71.39981110044172,2
7,27,71.39981110044172,2
7,28,71.39981110044172,2
7,29,71.39981110044172,2
7,30,71.39981110044172,2
7,31,71.39981110044172,2
7,32,71.39981110044172,2
7,33,71.39981110044172,2
7,34,71.39981110044172,2
7,35,71.39981110044172,2
7,36,71.39981110044172,2
7,37,71.39981110044172,2
7,38,71.39981110044172,2
7,39,71.39981110044172,2
7,40,71.39981110044172,2
7,41,71.39981110044172,2
7,42,71.39981110044172,2
7,43,71.39981110044172,2
7,44,71.39981110044172,2
7,45,71.39981110044172,2
7,46,71.39981110044172,2
7,47,71.39981110044172,2
7,48,71.39981110044172,2
7,49,71.39981110044172,2
8,0,71.39981110044172,2
8,1,71.39981110044172,2
8,2,71.39981110044172,2
8,3,71.39981110044172,2
8,4,71.39981110044172,2
8,5,71.39981110044172,2
8,6,71.39981110044172,2
8,7,71.39981110044172,2
8,8,71.39981110044172,2
8,9,71.39981110044172,2
8,10,71.39981110044172,2
8,11,71.39981110044172,2
8,12,71.39981110044172,2
8,13,71.39981110044172,2
8,14,71.39981110044172,2
8,15,71.39981110044172,2
8,16,71.39981110044172,2
8,17,71.39981110044172,2
8,18,71.39981110044172,2
8,19,71.39981110044172,2
8,20,71.39981110044172,2
8,21,71.39981110044172,2
8,22,71.39981110044172,2
8,23,71.39981110044172,2
8,24,71.39981110044172,2
8,25,71.39981110044172,2
8,26,71.39981110044172,2
8,27,71.39981110044172,2
8,28,71.39981110044172,2
8,29,71.39981110044172,2
8,30,71.39981110044172,2
8,31,71.39981110044172,2
8,32,71.39981110044172,2
8,33,71.39981110044172,2
8,34,71.39981110044172,2
8,35,71.39981110044172,2
8,36,71.39981110044172,2
8,37,71.39981110044172,2
8,38,71.39981110044172,2
8,39,71.39981110044172,2
8,40,71.39981110044172,2
8,41,71.39981110044172,2
8,42,71.39981110044172,2
8,43,71.39981110044172,2
8,44,71.39981110044172,2
8,45,71.39981110044172,2
8,46,71.39981110044172,2
8,47,71.39981110044172,2
8,48,71.39981110044172,2
8,49,71.39981110044172,2
9,0,71.39981110044172,2
9,1,71.39981110044172,2
9,2,71.39981110044172,2
9,3,71.39981110044172,2
9,4,71.39981110044172,2
9,5,71.39981110044172,2
9,6,71.39981110044172,2
9,7,71.39981110044172,2
9,8,71.39981110044172,2
9,9,71.39981110044172,2
9,10,71.39981110044172,2
9,11,71.39981110044172,2
9,12,71.39981110044172,2
9,13,71.39981110044172,2
9,14,71.39981110044172,2
9,15,71.39981110044172,2
9,16,71.39981110044172,2
9,17,71.39981110044172,2
9,18,71.39981110044172,2
9,19,71.39981110044172,2
9,20,71.39981110044172,2
9,21,71.39981110044172,2
9,22,71.39981110044172,2
9,23,71.39981110044172,2
9,24,71.39981110044172,2
9,25,71.39981110044172,2
9,26,71.39981110044172,2
9,27,71.39981110044172,2
9,28,71.39981110044172,2
9,29,71.39981110044172,2
9,30,71.39981110044172,2
9,31,71.39981110044172,2
9,32,71.39981110044172,2
9,33,71.39981110044172,2
9,34,71.39981110044172,2
9,35,71.39981110044172,2
9,36,71.39981110044172,2
9,37,71.39981110044172,2
9,38,71.39981110044172,2
9,39,71.39981110044172,2
9,40,71.39981110044172,2
9,41,71.39981110044172,2
9,42,71.39981110044172,2
9,43,71.39981110044172,2
9,44,71.39981110044172,2
9,45,71.39981110044172,2
9,46,71.39981110044172,2
9,47,71.39981110044172,2
9,48,71.39981110044172,2
9,49,71.39981110044172,2
10,0,71.39981110044172,2
10,1,71.39981110044172,2
10,2,71.39981110044172,2
10,3,71.39981110044172,2
10,4,71.39981110044172,2
10,5,71.39981110044172,2
10,6,71.39981110044172,2
10,7,71.39981110044172,2
10,8,71.39981110044172,2
10,9,71.39981110044172,2
10,10,71.39981110044172,2
10,11,71.39981110044172,2
10,12,71.39981110044172,2
10,13,71.39981110044172,2
10,14,71.39981110044172,2
10,15,71.39981110044172,2
10,16,71.39981110044172,2
10,17,71.39981110044172,2
10,18,71.39981110044172,2
10,19,71.39981110044172,2
10,20,71.39981110044172,2
10,21,71.39981110044172,2
10,22,71.39981110044172,2
10,23,71.39981110044172,2
10,24,71.39981110044172,2
10,25,71.39981110044172,2
10,26,71.39981110044172,2
10,27,71.39981110044172,2
10,28,71.39981110044172,2
10,29,71.39981110044172,2
10,30,71.39981110044172,2
10,31,71.39981110044172,2
10,32,71.39981110044172,2
10,33,71.39981110044172,2
10,34,71.39981110044172,2
10,35,71.39981110044172,2
10,36,71.39981110044172,2
10,37,71.39981110044172,2
10,38,71.39981110044172,2
10,39,71.39981110044172,2
10,40,71.39981110044172,2
10,41,71.39981110044172,2
10,42,71.39981110044172,2
10,43,71.39981110044172,2
10,44,71.39981110044172,2
10,45,71.39981110044172,2
10,46,71.39981110044172,2
10,47,71.39981110044172,2
10,48,71.39981110044172,2
10,49,71.39981110044172,2
11,0,71.39981110044172,2
11,1,71.39981110044172,2
11,2,71.39981110044172,2
11,3,71.39981110044172,2
11,4,71.39981110044172,2
11,5,71.39981110044172,2
11,6,71.39981110044172,2
11,7,71.39981110044172,2
11,8,71.39981110044172,2
11,9,71.39981110044172,2
11,10,71.39981110044172,2
11,11,71.39981110044172,2
11,12,71.39981110044172,2
11,13,71.39981110044172,2
11,14,71.39981110044172,2
11,15,71.39981110044172,2
11,16,71.39981110044172,2
11,17,71.39981110044172,2
11,18,71.39981110044172,2
11,19,71.39981110044172,2
11,20,71.39981110044172,2
11,21,71.39981110044172,2
11,22,71.39981110044172,2
11,23,71.39981110044172,2
11,24,71.39981110044172,2
11,25,71.39981110044172,2
11,26,71.39981110044172,2
11,27,71.39981110044172,2
11,28,71.39981110044172,2
11,29,71.39981110044172,2
11,30,71.39981110044172,2
11,31,71.39981110044172,2
11,32,71.39981110044172,2
11,33,71.39981110044172,2
11,34,71.39981110044172,2
11,35,71.39981110044172,2
11,36,71.39981110044172,2
11,37,71.39981110044172,2
11,38,71.39981110044172,2
11,39,71.39981110044172,2
11,40,71.39981110044172,2
11,41,71.39981110044172,2
11,42,71.39981110044172,2
11,43,71.39981110044172,2
11,44,71.39981110044172,2
11,45,71.39981110044172,2
11,46,71.39981110044172,2
11,47,71.39981110044172,2
11,48,71.39981110044172,2
11,49,71.39981110044172,2
12,0,71.39981110044172,2
12,1,71.39981110044172,2
12,2,71.39981110044172,2
12,3,71.39981110044172,2
12,4,71.39981110044172,2
12,5,71.39981110044172,2
12,6,71.39981110044172,2
12,7,71.39981110044172,2
12,8,71.39981110044172,2
12,9,71.39981110044172,2
12,10,71.39981110044172,2
12,11,71.39981110044172,2
12,12,71.39981110044172,2
12,13,71.39981110044172,2
12,14,71.39981110044172,2
12,15,71.39981110044172,2
12,16,71.39981110044172,2
12,17,71.39981110044172,2
12,18,71.39981110044172,2
12,19,71.39981110044172,2
12,20,71.39981110044172,2
12,21,71.39981110044172,2
12,22,71.39981110044172,2
12,23,71.39981110044172,2
12,24,71.39981110044172,2
12,25,71.39981110044172,2
12,26,71.39981110044172,2
12,27,71.39981110044172,2
12,28,71.39981110044172,2
12,29,71.39981110044172,2
12,30,71.39981110044172,2
12,31,71.39981110044172,2
12,32,71.39981110044172,2
12,33,71.39981110044172,2
12,34,71.39981110044172,2
12,35,71.39981110044172,2
12,36,71.39981110044172,2
12,37,71.39981110044172,2
12,38,71.39981110044172,2
12,39,71.39981110044172,2
12,40,71.39981110044172,2
12,41,71.39981110044172,2
12,42,71.39981110044172,2
12,43,71.39981110044172,2
12,44,71.39981110044172,2
12,45,71.39981110044172,2
12,46,71.39981110044172,2
12,47,71.39981110044172,2
12,48,71.39981110044172,2
12,49,71.39981110044172,2
13,0,71.39981110044172,2
13,1,71.39981110044172,2
13,2,71.39981110044172,2
13,3,71.39981110044172,2
13,4,71.39981110044172,2
13,5,71.39981110044172,2
13,6,71.39981110044172,2
13,7,71.39981110044172,2
13,8,71.39981110044172,2
13,9,71.39981110044172,2
13,10,71.39981110044172,2
13,11,71.39981110044172,2
13,12,71.39981110044172,2
13,13,71.39981110044172,2
13,14,71.39981110044172,2
13,15,71.39981110044172,2
13,16,71.39981110044172,2
13,17,71.39981110044172,2
13,18,71.39981110044172,2
13,19,71.39981110044172,2
13,20,71.39981110044172,2
13,21,71.39981110044172,2
13,22,71.39981110044172,2
13,23,71.39981110044172,2
13,24,71.39981110044172,2
13,25,71.39981110044172,2
13,26,71.39981110044172,2
13,27,71.39981110044172,2
13,28,71.39981110044172,2
13,29,71.39981110044172,2
13,30,71.39981110044172,2
13,31,71.39981110044172,2
13,32,71.39981110044172,2
13,33,71.39981110044172,2
13,34,71.39981110044172,2
13,35,71.39981110044172,2
13,36,71.39981110044172,2
13,37,71.39981110044172,2
13,38,71.39981110044172,2
13,39,71.39981110044172,2
13,40,71.39981110044172,2
13,41,71.39981110044172,2
13,42,71.39981110044172,2
13,43,71.39981110044172,2
13,44,71.39981110044172,2
13,45,71.39981110044172,2
13,46,71.39981110044172,2
13,47,71.39981110044172,2
13,48,71.39981110044172,2
13,49,71.39981110044172,2
14,0,71.39981110044172,2
14,1,71.39981110044172,2
14,2,71.39981110044172,2
14,3,71.39981110044172,2
14,4,71.39981110044172,2
14,5,71.39981110044172,2
14,6,71.39981110044172,2
14,7,71.39981110044172,2
14,8,71.39981110044172,2
14,9,71.39981110044172,2
14,10,71.39981110044172,2
14,11,71.39981110044172,2
14,12,71.39981110044172,2
14,13,71.39981110044172,2
14,14,71.39981110044172,2
14,15,71.39981110044172,2
14,16,71.39981110044172,2
14,17,71.39981110044172,2
14,18,71.39981110044172,2
14,19,71.39981110044172,2
14,20,71.39981110044172,2
14,21,71.39981110044172,2
14,22,71.39981110044172,2
14,23,71.39981110044172,2
14,24,71.39981110044172,2
14,25,71.39981110044172,2
14,26,71.39981110044172,2
14,27,71.39981110044172,2
14,28,71.39981110044172,2
14,29,71.39981110044172,2
14,30,71.39981110044172,2
14,31,71.39981110044172,2
14,32,71.39981110044172,2
14,33,71.39981110044172,2
14,34,71.39981110044172,2
14,35,71.39981110044172,2
14,36,71.39981110044172,2
14,37,71.39981110044172,2
14,38,71.39981110044172,2
14,39,71.39981110044172,2
14,40,71.39981110044172,2
14,41,71.39981110044172,2
14,42,71.39981110044172,2
14,43,71.39981110044172,2
14,44,71.39981110044172,2
14,45,71.39981110044172,2
14,46,71.39981110044172,2
14,47,71.39981110044172,2
14,48,71.39981110044172,2
14,49,71.39981110044172,2
15,0,71.39981110044172,2
15,1,71.39981110044172,2
15,2,71.39981110044172,2
15,3,71.39981110044172,2
15,4,71.39981110044172,2
15,5,71.39981110044172,2
15,6,71.39981110044172,2
15,7,71.39981110044172,2
15,8,71.39981110044172,2
15,9,71.39981110044172,2
15,10,71.39981110044172,2
15,11,71.39981110044172,2
15,12,71.39981110044172,2
15,13,71.39981110044172,2
15,14,71.39981110044172,2
15,15,71.39981110044172,2
15,16,71.39981110044172,2
15,17,71.39981110044172,2
15,18,71.39981110044172,2
15,19,71.39981110044172,2
15,20,71.39981110044172,2
15,21,71.39981110044172,2
15,22,71.39981110044172,2
15,23,71.39981110044172,2
15,24,71.39981110044172,2
15,25,71.39981110044172,2
15,26,71.39981110044172,2
15,27,71.39981110044172,2
15,28,71.39981110044172,2
15,29,71.39981110044172,2
15,30,71.39981110044172,2
15,31,71.39981110044172,2
15,32,71.39981110044172,2
15,33,71.39981110044172,2
15,34,71.39981110044172,2
15,35,71.39981110044172,2
15,36,71.39981110044172,2
15,37,71.39981110044172,2
15,38,71.39981110044172,2
15,39,71.39981110044172,2
15,40,71.39981110044172,2
15,41,71.39981110044172,2
15,42,71.39981110044172,2
15,43,71.39981110044172,2
15,44,71.39981110044172,2
15,45,71.39981110044172,2
15,46,71.39981110044172,2
15,47,71.39981110044172,2
15,48,71.39981110044172,2
15,49,71.39981110044172,2
16,0,71.39981110044172,2
16,1,71.39981110044172,2
16,2,71.39981110044172,2
16,3,71.39981110044172,2
16,4,71.39981110044172,2
16,5,71.39981110044172,2
16,6,71.39981110044172,2
16,7,71.39981110044172,2
16,8,71.39981110044172,2
16,9,71.39981110044172,2
16,10,71.39981110044172,2
16,11,71.39981110044172,2
16,12,71.39981110044172,2
16,13,71.39981110044172,2
16,14,71.39981110044172,2
16,15,71.39981110044172,2
16,16,71.39981110044172,2
16,17,71.39981110044172,2
16,18,71.39981110044172,2
16,19,71.39981110044172,2
16,20,71.39981110044172,2
16,21,71.39981110044172,2
16,22,71.39981110044172,2
16,23,71.39981110044172,2
16,24,71.39981110044172,2
16,25,71.39981110044172,2
16,26,71.39981110044172,2
16,27,71.39981110044172,2
16,28,71.39981110044172,2
16,29,71.39981110044172,2
16,30,71.39981110044172,2
16,31,71.39981110044172,2
16,32,71.39981110044172,2
16,33,71.39981110044172,2
16,34,71.39981110044172,2
16,35,71.39981110044172,2
16,36,71.39981110044172,2
16,37,71.39981110044172,2
16,38,71.39981110044172,2
16,39,71.39981110044172,2
16,40,71.39981110044172,2
16,41,71.39981110044172,2
16,42,71.39981110044172,2
16,43,71.39981110044172,2
16,44,71.39981110044172,2
16,45,71.39981110044172,2
16,46,71.39981110044172,2
16,47,71.39981110044172,2
16,48,71.39981110044172,2
16,49,71.39981110044172,2
17,0,71.39981110044172,2
17,1,71.39981110044172,2
17,2,71.39981110044172,2
17,3,71.39981110044172,2
17,4,71.39981110044172,2
17,5,71.39981110044172,2
17,6,71.39981110044172,2
17,7,71.39981110044172,2
17,8,71.39981110044172,2
17,9,71.39981110044172,2
17,10,71.39981110044172,2
17,11,71.39981110044172,2
17,12,71.39981110044172,2
17,13,71.39981110044172,2
17,14,71.39981110044172,2
17,15,71.39981110044172,2
17,16,71.39981110044172,2
17,17,71.39981110044172,2
17,18,71.39981110044172,2
17,19,71.39981110044172,2
17,20,71.39981110044172,2
17,21,71.39981110044172,2
17,22,71.39981110044172,2
17,23,71.39981110044172,2
17,24,71.39981110044172,2
17,25,71.39981110044172,2
17,26,71.39981110044172,2
17,27,71.39981110044172,2
17,28,71.39981110044172,2
17,29,71.39981110044172,2
17,30,71.39981110044172,2
17,31,71.39981110044172,2
17,32,71.39981110044172,2
17,33,71.39981110044172,2
17,34,71.39981110044172,2
17,35,71.39981110044172,2
17,36,71.39981110044172,2
17,37,71.39981110044172,2
17,38,71.39981110044172,2
17,39,71.39981110044172,2
17,40,71.39981110044172,2
17,41,71.39981110044172,2
17,42,71.39981110044172,2
17,43,71.39981110044172,2
17,44,71.39981110044172,2
17,45,71.39981110044172,2
17,46,71.39981110044172,2
17,47,71.39981110044172,2
17,48,71.39981110044172,2
17,49,71.39981110044172,2
18,0,71.39981110044172,2
18,1,71.39981110044172,2
18,2,71.39981110044172,2
18,3,71.39981110044172,2
18,4,71.39981110044172,2
18,5,71.39981110044172,2
18,6,71.39981110044172,2
18,7,71.39981110044172,2
18,8,71.39981110044172,2
18,9,71.39981110044172,2
18,10,71.39981110044172,2
18,11,71.39981110044172,2
18,12,71.39981110044172,2
18,13,71.39981110044172,2
18,14,71.39981110044172,2
18,15,71.39981110044172,2
18,16,71.39981110044172,2
18,17,71.39981110044172,2
18,18,71.39981110044172,2
18,19,71.39981110044172,2
18,20,71.39981110044172,2
18,21,71.39981110044172,2
18,22,71.39981110044172,2
18,23,71.39981110044172,2
18,24,71.39981110044172,2
18,25,71.39981110044172,2
18,26,71.39981110044172,2
18,27,71.39981110044172,2
18,28,71.39981110044172,2
18,29,71.39981110044172,2
18,30,71.39981110044172,2
18,31,71.39981110044172,2
18,32,71.39981110044172,2
18,33,71.39981110044172,2
18,34,71.39981110044172,2
18,35,71.39981110044172,2
18,36,71.39981110044172,2
18,37,71.39981110044172,2
18,38,71.39981110044172,2
18,39,71.39981110044172,2
18,40,71.39981110044172,2
18,41,71.39981110044172,2
18,42,71.39981110044172,2
18,43,71.39981110044172,2
18,44,71.39981110044172,2
18,45,71.39981110044172,2
18,46,71.39981110044172,2
18,47,71.39981110044172,2
18,48,71.39981110044172,2
18,49,71.39981110044172,2
19,0,71.39981110044172,2
19,1,71.39981110044172,2
19,2,71.39981110044172,2
19,3,71.39981110044172,2
19,4,71.39981110044172,2
19,5,71.39981110044172,2
19,6,71.39981110044172,2
19,7,71.39981110044172,2
19,8,71.39981110044172,2
19,9,71.39981110044172,2
19,10,71.39981110044172,2
19,11,71.39981110044172,2
19,12,71.39981110044172,2
19,13,71.39981110044172,2
19,14,71.39981110044172,2
19,15,71.39981110044172,2
19,16,71.39981110044172,2
19,17,71.39981110044172,2
19,18,71.39981110044172,2
19,19,71.39981110044172,2
19,20,71.39981110044172,2
19,21,71.39981110044172,2
19,22,71.39981110044172,2
19,23,71.39981110044172,2
19,24,71.39981110044172,2
19,25,71.39981110044172,2
19,26,71.39981110044172,2
19,27,71.39981110044172,2
19,28,71.39981110044172,2
19,29,71.39981110044172,2
19,30,71.39981110044172,2
19,31,71.39981110044172,2
19,32,71.39981110044172,2
19,33,71.39981110044172,2
19,34,71.39981110044172,2
19,35,71.39981110044172,2
19,36,71.39981110044172,2
19,37,71.39981110044172,2
19,38,71.39981110044172,2
19,39,71.39981110044172,2
19,40,71.39981110044172,2
19,41,71.39981110044172,2
19,42,71.39981110044172,2
19,43,71.39981110044172,2
19,44,71.39981110044172,2
19,45,71.39981110044172,2
19,46,71.39981110044172,2
19,47,71.39981110044172,2
19,48,71.39981110044172,2
19,49,71.39981110044172,2
20,0,71.39981110044172,2
20,1,71.39981110044172,2
20,2,71.39981110044172,2
20,3,71.39981110044172,2
20,4,71.39981110044172,2
20,5,71.39981110044172,2
20,6,71.39981110044172,2
20,7,71.39981110044172,2
20,8,71.39981110044172,2
20,9,71.39981110044172,2
20,10,71.39981110044172,2
20,11,71.39981110044172,2
20,12,71.39981110044172,2
20,13,71.39981110044172,2
20,14,71.39981110044172,2
20,15,71.39981110044172,2
20,16,71.39981110044172,2
20,17,71.39981110044172,2
20,18,71.39981110044172,2
20,19,71.39981110044172,2
20,20,71.39981110044172,2
20,21,71.39981110044172,2
20,22,71.39981110044172,2
20,23,71.39981110044172,2
20,24,71.39981110044172,2
20,25,71.39981110044172,2
20,26,71.39981110044172,2
20,27,71.39981110044172,2
20,28,71.39981110044172,2
20,29,71.39981110044172,2
20,30,71.39981110044172,2
20,31,71.39981110044172,2
20,32,71.39981110044172,2
20,33,71.39981110044172,2
20,34,71.39981110044172,2
20,35,71.39981110044172,2
20,36,71.39981110044172,2
20,37,71.39981110044172,2
20,38,71.39981110044172,2
20,39,71.39981110044172,2
20,40,71.39981110044172,2
20,41,71.39981110044172,2
20,42,71.39981110044172,2
20,43,71.39981110044172,2
20,44,71.39981110044172,2
20,45,71.39981110044172,2
20,46,71.39981110044172,2
20,47,71.39981110044172,2
20,48,71.39981110044172,2
20,49,71.39981110044172,2
21,0,71.39981110044172,2
21,1,71.39981110044172,2
21,2,71.39981110044172,2
21,3,71.39981110044172,2
21,4,71.39981110044172,2
21,5,71.39981110044172,2
21,6,71.39981110044172,2
21,7,71.39981110044172,2
21,8,71.39981110044172,2
21,9,71.39981110044172,2
21,10,71.39981110044172,2
21,11,71.39981110044172,2
21,12,71.39981110044172,2
21,13,71.39981110044172,2
21,14,71.39981110044172,2
21,15,71.39981110044172,2
21,16,71.39981110044172,2
21,17,71.39981110044172,2
21,18,71.39981110044172,2
