instance,dod,edod_target,edod_realised,seed,n_edges_blocked,n_triggered_edges,enabled_stages,wall_time_total_s,reroute_time_total_s,reroute_time_s1_s,reroute_time_s2_s,reroute_time_s3_s,reroute_avg_s1_s,reroute_avg_s2_s,reroute_avg_s3_s,reroute_avg_total_s,cost_static,cost_dynamic,cost_degradation_pct,wasted_distance,total_execution_time_min,reroute_count,reroutes_s1,reroutes_s2,reroutes_s3,utilisation_s1_pct,utilisation_s2_pct,utilisation_s3_pct,unserved_count,unserved_rate_pct,total_customers,unserved_stage3_fallback,capacity_violations,capacity_excess_pct,duration_violations,duration_excess_pct,fully_feasible,feasible_hard,feasible_soft,operation_verdict
p05,0.2,0.25,0.3144,42,18,15,"[1, 2, 3]",0.0608,0.042889,0.022216,0.020591,0.0,0.001587,0.020591,0.0,0.002859,792.2603881729244,871.8832828311218,10.050091591960086,18.694259965086182,163.85589088217083,15,14,1,0,93.33,6.67,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.25,0.3889,153,18,6,"[1, 2, 3]",0.0245,0.003877,0.003707,0.0,0.0,0.000618,0.0,0.0,0.000646,792.2603881729244,832.0230749288949,5.018891181429551,0.0,151.8297537436072,6,6,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.25,0.2467,264,18,11,"[1, 2, 3]",0.0236,0.005904,0.005786,0.0,0.0,0.000526,0.0,0.0,0.000537,792.2603881729244,863.9451722216667,9.048134315292286,4.244343866257182,148.3046102002063,11,11,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.25,0.1695,375,18,16,"[1, 2, 3]",0.0571,0.035536,0.020881,0.014615,0.0,0.001392,0.014615,0.0,0.002221,792.2603881729244,867.4100135600578,9.485470497955866,7.487066093499035,151.02918837394006,16,15,1,0,93.75,6.25,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.25,0.3461,486,18,13,"[1, 2, 3]",0.0391,0.018619,0.012537,0.006006,0.0,0.001045,0.006006,0.0,0.001432,792.2603881729244,860.685078344274,8.636641588145977,30.717393041080825,163.23414536010452,13,12,1,0,92.31,7.69,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.5,0.6768,42,18,9,"[1, 2, 3]",0.03,0.00637,0.006232,0.0,0.0,0.000692,0.0,0.0,0.000708,792.2603881729244,877.4285307652228,10.750019042187555,17.638954049581827,179.06871309659041,9,9,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.5,0.5269,153,18,8,"[1, 2, 3]",0.0222,0.003028,0.002917,0.0,0.0,0.000365,0.0,0.0,0.000379,792.2603881729244,866.68924508938,9.394494288437182,0.0,171.95445132193942,8,8,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.5,0.4819,264,18,3,"[1, 2, 3]",0.0235,0.002945,0.002738,0.0,0.0,0.000913,0.0,0.0,0.000982,792.2603881729244,806.467427389609,1.7932285178927425,0.0,148.3046102002063,3,3,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.5,0.4881,375,18,12,"[1, 2, 3]",0.031,0.008827,0.007409,0.001346,0.0,0.000674,0.001346,0.0,0.000736,792.2603881729244,837.6120896164856,5.724342920658857,6.135430202592332,151.0928470373787,12,11,1,0,91.67,8.33,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.5,0.6545,486,18,7,"[1, 2, 3]",0.03,0.005599,0.005483,0.0,0.0,0.000783,0.0,0.0,0.0008,792.2603881729244,825.5599954733669,4.203114001097112,7.547357718968314,173.61044578996865,7,7,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.75,0.9758,42,18,1,"[1, 2, 3]",0.0236,0.00032,0.000196,0.0,0.0,0.000196,0.0,0.0,0.00032,792.2603881729244,794.9980906008863,0.34555588905251244,8.793580679114939,159.835893307283,1,1,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.75,0.8689,153,18,3,"[1, 2, 3]",0.0253,0.001217,0.001103,0.0,0.0,0.000368,0.0,0.0,0.000406,792.2603881729244,830.6500233714426,4.845583064811634,4.93095633655102,159.07745525080685,3,3,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.75,0.6281,264,18,3,"[1, 2, 3]",0.0239,0.001336,0.001179,0.0,0.0,0.000393,0.0,0.0,0.000445,792.2603881729244,806.467427389609,1.7932285178927425,0.0,148.3046102002063,3,3,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.75,0.6133,375,18,6,"[1, 2, 3]",0.024,0.003176,0.003068,0.0,0.0,0.000511,0.0,0.0,0.000529,792.2603881729244,810.8549775948009,2.3470300546968463,0.0,151.02918837394006,6,6,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.2,0.75,0.7216,486,18,6,"[1, 2, 3]",0.0263,0.00634,0.006238,0.0,0.0,0.00104,0.0,0.0,0.001057,792.2603881729244,835.9032742431616,5.508654316402775,0.0,194.94749627044345,6,6,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.25,0.2457,42,36,27,"[1, 2, 3]",0.0751,0.052247,0.031648,0.020453,0.0,0.001266,0.010226,0.0,0.001935,792.2603881729244,875.7081589997678,10.532871777079107,24.9484405259187,159.1775665624694,27,25,2,0,92.59,7.41,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.25,0.2908,153,36,22,"[1, 2, 3]",0.0402,0.019552,0.019386,0.0,0.0,0.000881,0.0,0.0,0.000889,792.2603881729244,886.5090638333827,11.8961741704404,7.237577282834209,151.8297537436072,22,22,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.25,0.2025,264,36,26,"[1, 2, 3]",0.0641,0.040753,0.040612,0.0,0.0,0.001562,0.0,0.0,0.001567,792.2603881729244,943.0367341432282,19.031160489800257,4.244343866257182,207.83293783215777,26,26,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.25,0.2216,375,36,28,"[1, 2, 3]",0.0648,0.04254,0.0292,0.013225,0.0,0.001081,0.013225,0.0,0.001519,792.2603881729244,930.3524161528292,17.43013156297848,22.324643376333245,151.02918837394006,28,27,1,0,96.43,3.57,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.25,0.2569,486,36,26,"[1, 2, 3]",0.0502,0.028861,0.028706,0.0,0.0,0.001104,0.0,0.0,0.00111,792.2603881729244,923.5472608879818,16.5711771880739,6.470100755595098,163.23414536010452,26,26,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.5,0.5073,42,36,25,"[1, 2, 3]",0.0451,0.022318,0.015443,0.006751,0.0,0.000643,0.006751,0.0,0.000893,792.2603881729244,955.0430958681864,20.54661701194782,11.154703249965323,201.54497460402115,25,24,1,0,96.0,4.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.5,0.4184,153,36,19,"[1, 2, 3]",0.0405,0.018338,0.018141,0.0,0.0,0.000955,0.0,0.0,0.000965,792.2603881729244,964.9565518918253,21.797904615320352,0.0,209.2759256244686,19,19,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.5,0.4569,264,36,13,"[1, 2, 3]",0.0477,0.02512,0.012416,0.0,0.012448,0.001035,0.0,0.012448,0.001932,792.2603881729244,865.8303531632127,9.286083980539795,9.37725135844795,173.89767452272588,13,12,0,1,92.31,0.0,7.69,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.5,0.3661,375,36,24,"[1, 2, 3]",0.0537,0.029353,0.020865,0.008236,0.0,0.000907,0.008236,0.0,0.001223,792.2603881729244,993.4296817403006,25.391815187340587,2.9483678457449827,193.1571220603967,24,23,1,0,95.83,4.17,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.5,0.556,486,36,19,"[1, 2, 3]",0.0873,0.06741,0.013235,0.05397,0.0,0.000779,0.026985,0.0,0.003548,792.2603881729244,880.3690577808356,11.121175679514094,25.258782732985985,173.61044578996865,19,17,2,0,89.47,10.53,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.75,0.7558,42,36,7,"[1, 2, 3]",0.0355,0.012792,0.002618,0.009895,0.0,0.000436,0.009895,0.0,0.001827,792.2603881729244,825.1737186074071,4.154357699289485,8.793580679114939,159.835893307283,7,6,1,0,85.71,14.29,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.75,0.9303,153,36,3,"[1, 2, 3]",0.0239,0.001473,0.001206,0.0,0.0,0.000402,0.0,0.0,0.000491,792.2603881729244,830.6500233714426,4.845583064811634,4.93095633655102,159.07745525080685,3,3,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.75,0.6052,264,36,10,"[1, 2, 3]",0.0293,0.008403,0.008164,0.0,0.0,0.000816,0.0,0.0,0.00084,792.2603881729244,850.6187381899467,7.366056777318594,18.341940966100424,167.78257010849944,10,10,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.75,0.7078,375,36,8,"[1, 2, 3]",0.0247,0.004417,0.004181,0.0,0.0,0.000523,0.0,0.0,0.000552,792.2603881729244,818.0227727485428,3.251757245497337,5.454180560832512,151.02918837394006,8,8,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p05,0.4,0.75,0.7806,486,36,9,"[1, 2, 3]",0.0332,0.010414,0.006445,0.000422,0.003322,0.000921,0.000422,0.003322,0.001157,792.2603881729244,849.5719805903792,7.233933852180119,16.325158567156763,199.50151388863742,9,7,1,1,77.78,11.11,11.11,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.25,0.3279,42,4,3,"[1, 2, 3]",0.0246,0.000985,0.000459,0.000509,0.0,0.00023,0.000509,0.0,0.000328,908.2405622526304,923.0079329439751,1.6259316424624841,13.240322790411554,91.54524107105563,3,2,1,0,66.67,33.33,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.25,0.0762,153,4,4,"[1, 2, 3]",0.0397,0.016693,0.001374,0.0,0.015318,0.000458,0.0,0.015318,0.004173,908.2405622526304,934.8996178516841,2.935241686732589,6.0,93.42995574674134,4,3,0,1,75.0,0.0,25.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.25,0.2317,264,4,4,"[1, 2, 3]",0.0243,0.002284,0.000639,0.001645,0.0,0.000213,0.001645,0.0,0.000571,908.2405622526304,950.4642295266984,4.6489519438929605,0.0,86.95628686832652,4,3,1,0,75.0,25.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.25,0.2792,375,4,1,"[1, 2, 3]",0.0229,0.000362,0.000319,0.0,0.0,0.000319,0.0,0.0,0.000362,908.2405622526304,909.2004016947043,0.10568119086129173,8.257864376269048,86.95628686832652,1,1,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.25,0.3517,486,4,2,"[1, 2, 3]",0.0284,0.008641,0.0,0.008618,0.0,0.0,0.004309,0.0,0.004321,908.2405622526304,932.7522587806418,2.698811036056036,0.0,86.95628686832652,2,0,2,0,0.0,100.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.5,0.7058,42,4,0,"[1, 2, 3]",0.022,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.5,0.1446,153,4,4,"[1, 2, 3]",0.0304,0.008511,0.000843,0.007668,0.0,0.000422,0.003834,0.0,0.002128,908.2405622526304,955.0679135145422,5.155831308147032,40.5509690068058,109.84560236373808,4,2,2,0,50.0,50.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.5,0.6492,264,4,0,"[1, 2, 3]",0.0218,4.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.5,0.4179,375,4,0,"[1, 2, 3]",0.0203,5.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.5,0.5725,486,4,2,"[1, 2, 3]",0.0257,0.005321,0.0,0.000962,0.004336,0.0,0.000962,0.004336,0.002661,908.2405622526304,987.7985363739043,8.759570693908797,23.188513177045266,123.17694109551906,2,0,1,1,0.0,50.0,50.0,0,0.0,100,0,1,12.0,0,0.0,False,True,False,UNKNOWN
p06,0.05,0.75,0.934,42,4,0,"[1, 2, 3]",0.0199,0.000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.75,0.7758,153,4,0,"[1, 2, 3]",0.0217,5.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.75,0.9725,264,4,0,"[1, 2, 3]",0.0224,5.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.75,0.72,375,4,0,"[1, 2, 3]",0.0207,5.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.05,0.75,0.82,486,4,0,"[1, 2, 3]",0.0189,4.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.25,0.2994,42,8,5,"[1, 2, 3]",0.0217,0.001997,0.000784,0.001157,0.0,0.000261,0.000579,0.0,0.000399,908.2405622526304,939.8443768716668,3.479674431259948,26.898187166680604,91.54524107105563,5,3,2,0,60.0,40.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.25,0.0768,153,8,6,"[1, 2, 3]",0.0374,0.016855,0.002006,0.0,0.014812,0.000401,0.0,0.014812,0.002809,908.2405622526304,945.1134270198808,4.059812598085003,6.0,93.42995574674134,6,5,0,1,83.33,0.0,16.67,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.25,0.2345,264,8,6,"[1, 2, 3]",0.0229,0.002624,0.000956,0.001639,0.0,0.000191,0.001639,0.0,0.000437,908.2405622526304,964.5238558044239,6.196958811462778,0.5786137682979486,86.95628686832652,6,5,1,0,83.33,16.67,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.25,0.1954,375,8,2,"[1, 2, 3]",0.0298,0.007564,0.000331,0.0,0.007108,0.000331,0.0,0.007108,0.003782,908.2405622526304,944.5914864444331,4.0023453810127885,8.80385929876941,88.73339588002709,2,1,0,1,50.0,0.0,50.0,0,0.0,100,0,1,5.0,0,0.0,False,True,False,UNKNOWN
p06,0.1,0.25,0.395,486,8,3,"[1, 2, 3]",0.0353,0.012158,0.0,0.008631,0.003454,0.0,0.004316,0.003454,0.004053,908.2405622526304,979.0866307557914,7.800363851560162,0.0,129.37152820740553,3,0,2,1,0.0,66.67,33.33,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.5,0.6631,42,8,1,"[1, 2, 3]",0.0222,0.000267,0.000195,0.0,0.0,0.000195,0.0,0.0,0.000267,908.2405622526304,921.8679972599737,1.5004213171832255,0.0,100.58372187566982,1,1,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.5,0.3404,153,8,6,"[1, 2, 3]",0.0304,0.009527,0.001004,0.0085,0.0,0.000335,0.002833,0.0,0.001588,908.2405622526304,973.3986815970641,7.174103651881349,40.5509690068058,109.84560236373808,6,3,3,0,50.0,50.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.5,0.6178,264,8,0,"[1, 2, 3]",0.0196,7.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.5,0.3642,375,8,1,"[1, 2, 3]",0.0254,0.003467,0.0,0.003378,0.0,0.0,0.003378,0.0,0.003467,908.2405622526304,921.7737175034903,1.4900408342581342,21.200000000000003,87.40542735358231,1,0,1,0,0.0,100.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.5,0.6617,486,8,2,"[1, 2, 3]",0.0247,0.004814,0.0,0.000887,0.00387,0.0,0.000887,0.00387,0.002407,908.2405622526304,987.7985363739043,8.759570693908797,23.188513177045266,123.17694109551906,2,0,1,1,0.0,50.0,50.0,0,0.0,100,0,1,12.0,0,0.0,False,True,False,UNKNOWN
p06,0.1,0.75,0.957,42,8,0,"[1, 2, 3]",0.0211,7.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.75,0.8294,153,8,0,"[1, 2, 3]",0.0221,8.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.75,0.9079,264,8,0,"[1, 2, 3]",0.0229,7.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.75,0.6279,375,8,0,"[1, 2, 3]",0.0197,8.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.1,0.75,0.7837,486,8,0,"[1, 2, 3]",0.0235,0.000104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.25,0.3187,42,16,7,"[1, 2, 3]",0.0231,0.002362,0.001154,0.001085,0.0,0.000231,0.000543,0.0,0.000337,908.2405622526304,956.2053873053158,5.281070571625026,26.898187166680604,103.31729730197554,7,5,2,0,71.43,28.57,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.25,0.0934,153,16,11,"[1, 2, 3]",0.0509,0.027801,0.00293,0.004393,0.020384,0.000366,0.004393,0.010192,0.002527,908.2405622526304,1003.726634933955,10.513301943319812,10.774672593011346,96.1016292996948,11,8,1,2,72.73,9.09,18.18,0,0.0,100,0,1,5.0,0,0.0,False,True,False,UNKNOWN
p06,0.2,0.25,0.2443,264,16,8,"[1, 2, 3]",0.03,0.006771,0.001376,0.005225,0.0,0.000229,0.002613,0.0,0.000846,908.2405622526304,976.9166959281995,7.5614475426243475,0.5786137682979486,86.95628686832652,8,6,2,0,75.0,25.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.25,0.2236,375,16,8,"[1, 2, 3]",0.0383,0.013098,0.001251,0.005533,0.00617,0.00025,0.002767,0.00617,0.001637,908.2405622526304,980.9048369786408,8.000553790042968,13.832536969280397,96.30162929969481,8,5,2,1,62.5,25.0,12.5,0,0.0,100,0,1,5.0,0,0.0,False,True,False,UNKNOWN
p06,0.2,0.25,0.3629,486,16,7,"[1, 2, 3]",0.0383,0.019792,0.000351,0.01147,0.007853,0.000175,0.003823,0.003926,0.002827,908.2405622526304,1015.3277904748952,11.790623836119543,14.181528002651902,145.94030959037616,7,2,3,2,28.57,42.86,28.57,0,0.0,100,0,1,9.0,0,0.0,False,True,False,UNKNOWN
p06,0.2,0.5,0.6646,42,16,2,"[1, 2, 3]",0.0297,0.008685,0.000241,0.008313,0.0,0.000241,0.008313,0.0,0.004342,908.2405622526304,934.151582767723,2.852880788634643,0.0,129.66407798808896,2,1,1,0,50.0,50.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.5,0.5487,153,16,6,"[1, 2, 3]",0.0311,0.00927,0.000992,0.008173,0.0,0.000331,0.002724,0.0,0.001545,908.2405622526304,973.3986815970641,7.174103651881349,40.5509690068058,109.84560236373808,6,3,3,0,50.0,50.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.5,0.5081,264,16,2,"[1, 2, 3]",0.0253,0.003924,0.000176,0.0,0.00359,0.000176,0.0,0.00359,0.001962,908.2405622526304,996.2363182742014,9.688595695761784,3.123412594975761,133.98832261940993,2,1,0,1,50.0,0.0,50.0,0,0.0,100,0,1,3.0,0,0.0,False,True,False,UNKNOWN
p06,0.2,0.5,0.4697,375,16,3,"[1, 2, 3]",0.0285,0.005591,0.000189,0.005242,0.0,0.000189,0.002621,0.0,0.001864,908.2405622526304,947.2172314624106,4.291447754008006,40.30655880309389,119.9376120166181,3,1,2,0,33.33,66.67,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.5,0.726,486,16,2,"[1, 2, 3]",0.0252,0.004941,0.0,0.000928,0.003875,0.0,0.000928,0.003875,0.00247,908.2405622526304,987.7985363739043,8.759570693908797,23.188513177045266,123.17694109551906,2,0,1,1,0.0,50.0,50.0,0,0.0,100,0,1,12.0,0,0.0,False,True,False,UNKNOWN
p06,0.2,0.75,0.974,42,16,0,"[1, 2, 3]",0.0209,0.000154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.75,0.8939,153,16,0,"[1, 2, 3]",0.0238,0.000155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.75,0.6819,264,16,1,"[1, 2, 3]",0.0231,0.000321,0.000172,0.0,0.0,0.000172,0.0,0.0,0.000321,908.2405622526304,920.3421590075893,1.3324219659320613,0.0,95.00322605465372,1,1,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.75,0.6589,375,16,0,"[1, 2, 3]",0.023,0.000165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2405622526304,908.2405622526304,0.0,0.0,86.95628686832652,0,0,0,0,0.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.2,0.75,0.6962,486,16,2,"[1, 2, 3]",0.0235,0.000874,0.000743,0.0,0.0,0.000372,0.0,0.0,0.000437,908.2405622526304,935.1941556374861,2.967671177116891,0.0,112.17913984195734,2,2,0,0,100.0,0.0,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.4,0.25,0.2272,42,33,21,"[1, 2, 3]",0.0337,0.010781,0.005076,0.005518,0.0,0.000282,0.001839,0.0,0.000513,908.2405622526304,1044.9881507394605,15.05631813532605,32.64027504879873,152.74319106439944,21,18,3,0,85.71,14.29,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.4,0.25,0.1098,153,33,25,"[1, 2, 3]",0.061,0.038267,0.006733,0.024459,0.006912,0.000321,0.008153,0.006912,0.001531,908.2405622526304,1136.7852172803637,25.163449478725518,19.678097411222026,145.1661271955994,25,21,3,1,84.0,12.0,4.0,0,0.0,100,0,1,6.0,0,0.0,False,True,False,UNKNOWN
p06,0.4,0.25,0.2137,264,33,19,"[1, 2, 3]",0.0426,0.011904,0.004216,0.007445,0.0,0.000281,0.001861,0.0,0.000627,908.2405622526304,1034.685629189477,13.921979725639622,8.988897449072024,109.19555545429996,19,15,4,0,78.95,21.05,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
p06,0.4,0.25,0.2344,375,33,16,"[1, 2, 3]",0.0545,0.028726,0.004549,0.012109,0.011733,0.000455,0.003027,0.005866,0.001795,908.2405622526304,1063.5364236920884,17.098538415229015,31.350768621232895,149.30572099568147,16,10,4,2,62.5,25.0,12.5,0,0.0,100,0,2,3.0,0,0.0,False,True,False,UNKNOWN
p06,0.4,0.25,0.2888,486,33,14,"[1, 2, 3]",0.0563,0.030724,0.002856,0.015136,0.012457,0.000408,0.003784,0.004152,0.002195,908.2405622526304,1144.2607634456263,25.986529450701408,21.64920562720141,165.8009658244211,14,7,4,3,50.0,28.57,21.43,0,0.0,100,0,2,7.0,0,0.0,False,True,False,UNKNOWN
p06,0.4,0.5,0.4844,42,33,13,"[1, 2, 3]",0.0381,0.014648,0.002734,0.011657,0.0,0.000273,0.003886,0.0,0.001127,908.2405622526304,999.5065805191008,10.048661341452442,20.649371494675016,129.66407798808896,13,10,3,0,76.92,23.08,0.0,0,0.0,100,0,0,0.0,0,0.0,True,True,True,UNKNOWN
